sequence_id,cache_sequence_id,scheduled_time_ns,call_start_ns,call_end_ns,query_latency_ms,host_call_start_monotonic_ns,host_call_end_monotonic_ns,latency_ms,success,error_code,error_message,robot_state_at_call,robot_operation_state,latest_rt_sequence,latest_rt_timestamp,latest_rt_timestamp_ns,latest_rt_age_ms,rt_sequence_after_call,rt_updates_during_call,previous_success_latency_ms,time_since_last_success_ms,cartesian_force_raw_n,cartesian_torque_raw_nm,joint_measured_torque_nm,joint_external_torque_nm
2751,2751,3116448575888400,3116448589201400,3116448590819300,1.6179,3116448589201400,3116448590819300,1.6179,True,,,IDLE,IDLE,17123,3116448.5809777,3116448580977700,8.319399785250425,17123,0,1.2562,56.6766,"[-4.170720277328151, -5.323017897839359, -9.195867336221118]","[2.066211155431166, -0.8718843881549404, 0.7761658690623054]","[1.5226666666666764, -76.70615505499975, 19.019321640352167, 3.3446540648740526, 0.3096341967614978, 0.774048972219815]","[1.5226666666666744, -3.9271365955521986, 3.826816266999172, 1.2682315725865698, 0.31505876245720865, 0.7740448451685279]"
2752,2752,3116448625888400,3116448637101400,3116448638290600,1.1892,3116448637101400,3116448638290600,1.1892,True,,,IDLE,IDLE,17129,3116448.628944,3116448628944000,8.210199885070324,17129,0,1.6179,47.4713,"[-3.7269328671985438, -4.2380867450482755, -7.694216049718557]","[1.4396516083021502, -0.45473309738118023, 0.7769639730346641]","[0.989333333333343, -76.32612980645088, 18.81687887629309, 3.395051169641877, -0.04522890945165381, 0.774048972219815]","[0.9893333333333395, -3.54711163375201, 3.6243737896888124, 1.318628674705983, -0.03980463056414883, 0.7740448447335382]"
2753,2753,3116448675888400,3116448684849100,3116448686120900,1.2718,3116448684849100,3116448686120900,1.2718,True,,,IDLE,IDLE,17135,3116448.6769227,3116448676922700,8.038000203669071,17135,0,1.1892,47.8303,"[-3.3833568688062483, -5.933896502774824, -8.485313091023546]","[1.9796685173850128, -0.5325144153065561, 0.7060436983464078]","[2.05600000000001, -76.70615505499975, 18.71565749426355, 3.1934627505705806, 0.07305879261939673, 0.7011863551641846]","[2.0560000000000063, -3.9271368823008856, 3.523152407659273, 1.1170402556346866, 0.0784830715069017, 0.7011822276779078]"
2754,2754,3116448725888400,3116448732834900,3116448734459400,1.6245,3116448732834900,3116448734459400,1.6245,True,,,IDLE,IDLE,17141,3116448.7250772,3116448725077200,7.829699665307999,17141,0,1.2718,48.3385,"[-4.531191044382174, -5.892621578438014, -7.911207193776788]","[1.9683493465816926, -0.7012939633582956, 0.6801200673459802]","[1.878222222222232, -76.13611718217643, 19.120543022381707, 3.2942569601062286, 0.09671633303360683, 0.6768988161456411]","[1.8782222222222258, -3.3570815375652217, 3.928044669245514, 1.2178353623814773, 0.10214037288645117, 0.6768946883018011]"
2755,2755,3116448775888400,3116448780935600,3116448782386700,1.4511,3116448780935600,3116448782386700,1.4511,True,,,IDLE,IDLE,17147,3116448.7730732,3116448773073200,7.934999652206898,17147,0,1.6245,47.9273,"[-3.910250537659526, -5.48505500776826, -9.234017920554178]","[2.1437963083078535, -0.7206662993335271, 0.7293854294999286]","[1.700444444444454, -76.8961676792742, 19.019321640352167, 3.243859855338404, 0.19134649469044723, 0.7254738941827281]","[1.7004444444444498, -4.1171331119077905, 3.8268243644602826, 1.167438294674691, 0.19677053662140298, 0.7254697664741842]"
2756,2756,3116448825888400,3116448837044800,3116448838343900,1.2991,3116448837044800,3116448838343900,1.2991,True,,,IDLE,IDLE,17154,3116448.8290937,3116448829093700,8.005800191313028,17154,0,1.4511,55.9572,"[-3.9586642447926295, -6.421268657009805, -8.503983512706089]","[2.7163227968470336, -0.6834619044365324, 0.7082788776810586]","[2.2337777777777874, -76.51614243072531, 18.918100258322628, 2.9918743314992837, 0.14403141386202706, 0.7011863551641846]","[2.2337777777777843, -3.7371245447751136, 3.725595458467076, 0.9154518339149798, 0.14945540594132592, 0.7011822272429182]"
2757,2757,3116448875888400,3116448877292400,3116448878609300,1.3169,3116448877292400,3116448878609300,1.3169,True,,,IDLE,IDLE,17159,3116448.8689034,3116448868903400,8.444000035524368,17159,0,1.2991,40.2654,"[-4.0827273554255346, -5.03583370534258, -8.732464037274276]","[1.9772058674364146, -0.8112002673373134, 0.6305586723053523]","[1.5226666666666764, -76.51614243072531, 18.918100258322628, 3.1934627505705806, 0.2623191159330776, 0.6283237381085541]","[1.5226666666666753, -3.7371420175349925, 3.7255887258442613, 1.1170393554933753, 0.26774334618830675, 0.6283196105336023]"
2758,2758,3116448925888400,3116448940763000,3116448941753600,0.9906,3116448940763000,3116448941753600,0.9906,True,,,IDLE,IDLE,17167,3116448.932659,3116448932659000,8.147399872541428,17167,0,1.3169,63.1443,"[-4.336897145498464, -4.55618371963997, -8.907408752990985]","[1.8940375897102046, -0.7018695939437192, 0.6797479703317444]","[1.1671111111111208, -76.70615505499975, 19.221764404411246, 3.2942569601062286, 0.12037387344781694, 0.6768988161456411]","[1.167111111111117, -3.9271462749850485, 4.029244505108464, 1.2178324909966136, 0.12579867726700744, 0.6768946894336318]"
2759,2759,3116448975888400,3116448988754600,3116448989845100,1.0905,3116448988754600,3116448989845100,1.0905,True,,,IDLE,IDLE,17173,3116448.980839,3116448980839000,7.960000075399876,17173,0,0.9906,48.0915,"[-3.671441985339002, -4.918651222739523, -10.154697204377758]","[1.6820223362067768, -0.6860067136548721, 0.6302682024140118]","[1.5226666666666764, -77.46620555209752, 19.120543022381707, 3.3446540648740526, 0.19134649469044723, 0.6283237381085541]","[1.522666666666673, -4.6872226104029835, 3.9280247560141532, 1.2682297727267913, 0.1967709644097019, 0.6283196108967898]"
2760,2760,3116449025888400,3116449036827900,3116449037885600,1.0577,3116449036827900,3116449037885600,1.0577,True,,,IDLE,IDLE,17179,3116449.0288024,3116449028802400,8.078400045633316,17179,0,1.0905,48.0405,"[-4.371026224395281, -6.174750632043827, -8.435060503720656]","[2.6381000520471085, -0.6167908200034895, 0.6842273160547061]","[2.05600000000001, -76.51614243072531, 19.221764404411246, 3.0422714362671077, 0.025743711790976516, 0.6768988161456411]","[2.0560000000000067, -3.7371339370369725, 4.0292447914348575, 0.9658469646500003, 0.031168229231326897, 0.6768946890042664]"
2761,2761,3116449075888400,3116449085350900,3116449087093100,1.7422,3116449085350900,3116449087093100,1.7422,True,,,IDLE,IDLE,17185,3116449.0770339,3116449077033900,8.625200018286705,17185,0,1.0577,49.2075,"[-4.1159033502087015, -5.997977560228505, -9.058428799461433]","[2.2864044845116336, -0.6062078719402234, 0.8040299116283697]","[1.878222222222232, -76.8961676792742, 19.221764404411246, 3.2942569601062286, 0.04940125220518662, 0.7983365112383585]","[1.8782222222222282, -4.117158899259493, 4.029244505108464, 1.2178324909966136, 0.05482605602437712, 0.7983323845263492]"
2762,2762,3116449125888400,3116449133227500,3116449135681800,2.4543,3116449133227500,3116449135681800,2.4543,True,,,IDLE,IDLE,17191,3116449.1257288,3116449125728800,8.22800025343895,17191,0,1.7422,48.5887,"[-5.788001220025788, -6.1075558796258935, -8.38795498790156]","[2.693913546652582, -0.8692545273561807, 0.7793002874620379]","[1.700444444444454, -76.13611718217643, 19.829092696588482, 3.2942569601062286, 0.09671633303360683, 0.774048972219815]","[1.7004444444444513, -3.3571067526868177, 4.6365711478112335, 1.2178324588097582, 0.10214170710296977, 0.774044846225616]"
2763,2763,3116449175888400,3116449188699200,3116449189759000,1.0598,3116449188699200,3116449189759000,1.0598,True,,,IDLE,IDLE,17198,3116449.1807952,3116449180795200,7.971999701112509,17198,0,2.4543,54.0772,"[-2.94985015707257, -5.726873709184181, -8.771340613257923]","[2.3559672522613075, -0.5286185044772381, 0.65936757088852]","[2.05600000000001, -76.8961676792742, 18.51321473020447, 2.9414772267314597, 0.12037387344781694, 0.6526112771270975]","[2.0560000000000054, -4.117183878600642, 3.320695604857752, 0.8650529421066788, 0.1257992023035913, 0.6526071512034292]"
2764,2764,3116449225888400,3116449236896100,3116449237743000,0.8469,3116449236896100,3116449237743000,0.8469,True,,,IDLE,IDLE,17204,3116449.2288172,3116449228817200,8.10470012947917,17204,0,1.0598,47.984,"[-4.649330110932121, -4.286357903857966, -9.519634586570191]","[2.7325942221550568, -0.8216000394204118, 0.6584923224019597]","[0.989333333333343, -76.8961676792742, 19.424207168470325, 2.9918743314992837, 0.19134649469044723, 0.6526112771270975]","[0.9893333333333413, -4.117157536110923, 4.231685906019461, 0.9154498276952925, 0.19677158238097103, 0.6526071507035333]"
2765,2765,3116449275888400,3116449277100500,3116449278345600,1.2451,3116449277100500,3116449278345600,1.2451,True,,,IDLE,IDLE,17209,3116449.2688924,3116449268892400,8.237199857831001,17209,0,0.8469,40.6026,"[-3.1974485005414888, -5.793051161790931, -9.526926846532714]","[1.9543212553459124, -0.5563325785892662, 0.657118955536054]","[2.05600000000001, -77.27619292782308, 18.81687887629309, 3.1934627505705806, 0.12037387344781694, 0.6526112771270975]","[2.056000000000008, -4.497182784659799, 3.624357613842225, 1.1170382467665894, 0.12579896113834074, 0.6526071507035333]"
2766,2766,3116449325888400,3116449332896800,3116449334026900,1.1301,3116449332896800,3116449334026900,1.1301,True,,,IDLE,IDLE,17216,3116449.325019,3116449325019000,7.910099811851978,17216,0,1.2451,55.6813,"[-3.768558763695902, -5.718541069575824, -8.398097827918724]","[1.7019410074177688, -0.6497921644202855, 0.7035730051765983]","[1.878222222222232, -76.51614243072531, 18.81687887629309, 3.3446540648740526, 0.14403141386202706, 0.7011863551641846]","[1.8782222222222298, -3.7371400813112814, 3.624365407591421, 1.2682306402584205, 0.14945650117563636, 0.7011822287420325]"
2767,2767,3116449375888400,3116449388775000,3116449389776500,1.0015,3116449388775000,3116449389776500,1.0015,True,,,IDLE,IDLE,17223,3116449.3807803,3116449380780300,8.041699882596731,17223,0,1.1301,55.7496,"[-4.897005561073409, -5.808741723848878, -8.912049245050184]","[2.390465925414193, -0.8481128794377302, 0.7537064311175847]","[1.700444444444454, -76.51614243072531, 19.424207168470325, 3.2942569601062286, 0.19134649469044723, 0.7497614332012715]","[1.7004444444444518, -3.737167500201238, 4.231696913272536, 1.2178337920126086, 0.19677182610615124, 0.7497573074255601]"
2768,2768,3116449425888400,3116449428802700,3116449429805700,1.003,3116449428802700,3116449429805700,1.003,True,,,IDLE,IDLE,17228,3116449.4208684,3116449420868400,7.976899854838848,17228,0,1.0015,40.0292,"[-3.6585101733684744, -5.044372260493681, -8.422984750522794]","[1.1030728333364102, -0.4886341594319354, 0.7021145705576601]","[1.5226666666666764, -76.70615505499975, 18.918100258322628, 3.5462424839453495, 0.002086171376766406, 0.7011863551641846]","[1.5226666666666757, -3.9271548588080663, 3.7255889428422204, 1.4698191338744007, 0.007511264134726062, 0.7011822290294976]"
2769,2769,3116449475888400,3116449484993400,3116449486359600,1.3662,3116449484993400,3116449486359600,1.3662,True,,,IDLE,IDLE,17235,3116449.4770313,3116449477031300,8.057700004428625,17235,0,1.003,56.5539,"[-3.405447572346596, -4.981671348767023, -9.053367042106208]","[2.0801026701758554, -0.4669624990557656, 0.7071549331510452]","[1.5226666666666764, -77.08618030354864, 18.918100258322628, 3.143065645802756, 0.002086171376766406, 0.7011863551641846]","[1.5226666666666746, -4.30718818701132, 3.7255970224965864, 1.066643372553647, 0.007510977808334816, 0.7011822286071688]"
2770,2770,3116449525888400,3116449532922000,3116449534337700,1.4157,3116449532922000,3116449534337700,1.4157,True,,,IDLE,IDLE,17241,3116449.5254297,3116449525429700,7.560600060969591,17241,0,1.3662,47.9781,"[-2.7110226190939977, -4.826660829792731, -8.286443095383632]","[1.888599328562507, -0.47140428817659924, 0.7304539793029277]","[1.5226666666666764, -76.70615505499975, 18.310771966145392, 3.092668541034932, 0.09671633303360683, 0.7254738941827281]","[1.5226666666666726, -3.9271540683120776, 3.1182598601695872, 1.0162451512545516, 0.10214113690524722, 0.7254697674777556]"
2771,2771,3116449575888400,3116449580975800,3116449582245900,1.2701,3116449580975800,3116449582245900,1.2701,True,,,IDLE,IDLE,17247,3116449.5730797,3116449573079700,7.962999865412712,17247,0,1.4157,47.9082,"[-5.713826315446443, -5.826867291076805, -9.351107111654326]","[2.9501640259095487, -0.8383852993295858, 0.6351225233913862]","[1.700444444444454, -76.70615505499975, 20.03153546064756, 3.092668541034932, 0.07305879261939673, 0.6283237381085541]","[1.7004444444444504, -3.927162148388632, 4.83903143474833, 1.0162462279354898, 0.0784833097352816, 0.6283196109756285]"
2772,2772,3116449625888400,3116449637011600,3116449638366900,1.3553,3116449637011600,3116449638366900,1.3553,True,,,IDLE,IDLE,17254,3116449.6290851,3116449629085100,7.9979002475738525,17254,0,1.2701,56.121,"[-5.4282342025255605, -5.283737775430308, -9.901916483244685]","[3.2085085524788415, -0.7830612063164663, 0.7340746523381891]","[1.3448888888888986, -77.08618030354864, 20.03153546064756, 3.0422714362671077, 0.04940125220518662, 0.7254738941827281]","[1.3448888888888937, -4.307187396515204, 4.839031434326001, 0.965849123308586, 0.054825769750436806, 0.7254697670554269]"
2773,2773,3116449675888400,3116449684884300,3116449686003400,1.1191,3116449684884300,3116449686003400,1.1191,True,,,IDLE,IDLE,17260,3116449.6769451,3116449676945100,8.031100034713745,17260,0,1.3553,47.6365,"[-3.7621025555673304, -6.038971070628445, -9.517649882593469]","[2.0314823640824984, -0.6999324557781662, 0.7047355013381313]","[2.05600000000001, -77.08618030354864, 19.019321640352167, 3.2942569601062286, 0.19134649469044723, 0.7011863551641846]","[2.0560000000000036, -4.3072126621829625, 3.8268186743133406, 1.217834829125084, 0.19677125089344227, 0.701182228395859]"
2774,2774,3116449725888400,3116449732841500,3116449734115900,1.2744,3116449732841500,3116449734115900,1.2744,True,,,IDLE,IDLE,17266,3116449.7252527,3116449725252700,7.658499758690596,17266,0,1.1191,48.1125,"[-4.932282553619786, -7.567194042503255, -9.570771401447479]","[2.626555318587026, -0.828557362394623, 0.6579004708037915]","[2.7671111111111206, -76.8961676792742, 19.626649932529403, 3.243859855338404, 0.16768895427623715, 0.6526112771270975]","[2.7671111111111153, -4.1171650932334245, 4.434160432583148, 1.167439519061526, 0.17311323326864247, 0.6526071496548941]"
2775,2775,3116449775888400,3116449788937800,3116449790375600,1.4378,3116449788937800,3116449790375600,1.4378,True,,,IDLE,IDLE,17273,3116449.781048,3116449781048000,7.959300186485052,17273,0,1.2744,56.2597,"[-4.755321507857606, -6.053752162696346, -9.745437264730807]","[3.1777593399697555, -0.7435105764901059, 0.7342923785275567]","[1.878222222222232, -77.08618030354864, 19.626649932529403, 2.9918743314992837, 0.09671633303360683, 0.7254738941827281]","[1.8782222222222296, -4.307161844523421, 4.434144559598737, 0.9154518390708808, 0.10214089829995229, 0.7254697671258167]"
2776,2776,3116449825888400,3116449829289000,3116449830593600,1.3046,3116449829289000,3116449830593600,1.3046,True,,,IDLE,IDLE,17278,3116449.8209077,3116449820907700,8.43479996547103,17278,0,1.4378,40.218,"[-4.276304465175547, -5.72615100564056, -8.225465985171585]","[2.4223465506095647, -0.5095188889535984, 0.8056067375780389]","[1.700444444444454, -76.51614243072531, 19.221764404411246, 3.1934627505705806, -0.06888644986586392, 0.7983365112383585]","[1.7004444444444515, -3.737123971700086, 4.02925903148058, 1.1170402581421777, -0.06346188459951846, 0.798332384181447]"
2777,2777,3116449875888400,3116449884786500,3116449886062200,1.2757,3116449884786500,3116449886062200,1.2757,True,,,IDLE,IDLE,17285,3116449.8770538,3116449877053800,7.8675998374819756,17285,0,1.3046,55.4686,"[-3.040066584700814, -5.374583104115761, -7.517127958548262]","[2.1062458757297486, -0.3966278228604503, 0.8050981555903721]","[1.700444444444454, -76.32612980645088, 18.41199334817493, 3.092668541034932, -0.0215713690374437, 0.7983365112383585]","[1.700444444444451, -3.5471207401098184, 3.2194731625457607, 1.016244074432811, -0.016146278839413247, 0.7983323849557146]"
2778,2778,3116449925888400,3116449932972800,3116449934382700,1.4099,3116449932972800,3116449934382700,1.4099,True,,,IDLE,IDLE,17291,3116449.9254074,3116449925407400,7.635700050741434,17291,0,1.2757,48.3205,"[-2.856536039100067, -5.459394258197399, -8.87885338021934]","[1.564526260322134, -0.6041717227257899, 0.7033192578441605]","[1.878222222222232, -76.8961676792742, 18.41199334817493, 3.2942569601062286, 0.21500403510465738, 0.7011863551641846]","[1.8782222222222296, -4.117159689755326, 3.2194742393674307, 1.2178325307060924, 0.22042912781016835, 0.701182229022461]"
2779,2779,3116449975888400,3116449997477100,3116449998761700,1.2846,3116449997477100,3116449998761700,1.2846,True,,,IDLE,IDLE,17296,3116449.9888396,3116449988839600,8.69290018454194,17296,0,1.4099,64.379,"[-4.3988120890494935, -4.797634304853931, -9.043156579845567]","[2.5940301042864577, -0.7651223814314783, 0.8040677747174972]","[1.1671111111111208, -76.70615505499975, 19.221764404411246, 3.143065645802756, 0.16768895427623715, 0.7983365112383585]","[1.1671111111111172, -3.9271537824080553, 4.0292520125313835, 1.0666422583889479, 0.17311404409735195, 0.7983323849571268]"
2780,2780,3116450025888400,3116450036787300,3116450037765800,0.9785,3116450036787300,3116450037765800,0.9785,True,,,IDLE,IDLE,17301,3116450.0288319,3116450028831900,8.001599926501513,17301,0,1.2846,39.0041,"[-3.71961793240522, -5.153626279722063, -8.8638192450765]","[2.0367693758089844, -0.7194532695635067, 0.7531570981831273]","[1.5226666666666764, -76.70615505499975, 18.81687887629309, 3.243859855338404, 0.21500403510465738, 0.7497614332012715]","[1.5226666666666742, -3.927128516742755, 3.624365424130657, 1.167436285947241, 0.22042888626802806, 0.7497573065610643]"
